date,from_station_id,to_station_id,usertype,Rain
01/01/2015 4,SLU-17,CH-15,S,0
01/01/2015 4,CH-09,CH-08,M,0
01/01/2015 4,CH-09,SLU-01,M,0
01/01/2015 4,CH-15,CH-01,S,0
01/01/2015 4,CH-01,CH-01,S,0
01/01/2015 4,CH-01,CH-01,S,0
01/01/2015 4,CH-01,CH-01,S,0
01/01/2015 4,BT-01,BT-03,S,0
01/01/2015 4,BT-01,BT-03,S,0
01/01/2015 4,SLU-15,SLU-15,S,0
01/01/2015 4,SLU-15,SLU-15,S,0
01/01/2015 4,CH-08,UD-02,S,0
01/01/2015 4,SLU-15,SLU-15,S,0
01/01/2015 4,DPD-01,EL-03,M,0
01/01/2015 4,WF-04,WF-04,S,0
01/01/2015 4,WF-04,WF-04,S,0
01/01/2015 4,CH-07,CBD-13,M,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,BT-05,CH-09,S,0
01/01/2015 4,CH-03,PS-04,S,0
01/01/2015 4,CH-07,CBD-03,M,0
01/01/2015 4,CH-07,CH-08,M,0
01/01/2015 4,SLU-17,EL-05,S,0
01/01/2015 4,CH-06,SLU-19,M,0
01/01/2015 4,EL-05,UW-04,S,0
01/01/2015 4,CH-09,CH-03,M,0
01/01/2015 4,UD-02,UD-02,S,0
01/01/2015 4,UD-02,UD-02,S,0
01/01/2015 4,SLU-17,EL-03,S,0
01/01/2015 4,SLU-17,EL-03,S,0
01/01/2015 4,CH-02,FH-04,M,0
01/01/2015 4,CH-02,FH-04,M,0
01/01/2015 4,EL-03,SLU-07,S,0
01/01/2015 4,EL-03,SLU-07,S,0
01/01/2015 4,BT-03,SLU-04,M,0
01/01/2015 4,BT-01,WF-04,S,0
01/01/2015 4,CH-07,ID-04,M,0
01/01/2015 4,CH-08,CH-02,M,0
01/01/2015 4,BT-01,WF-04,S,0
01/01/2015 4,CH-07,ID-04,S,0
01/01/2015 4,CH-07,ID-04,S,0
01/01/2015 4,EL-03,SLU-15,M,0
01/01/2015 4,EL-03,SLU-15,M,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,CH-08,ID-04,S,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,SLU-17,SLU-07,S,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,UD-02,SLU-02,S,0
01/01/2015 4,DPD-01,SLU-07,S,0
01/01/2015 4,SLU-17,SLU-19,M,0
01/01/2015 4,UW-10,UW-07,S,0
01/01/2015 4,UW-10,UW-07,S,0
01/01/2015 4,SLU-07,SLU-07,S,0
01/01/2015 4,SLU-07,SLU-07,S,0
01/01/2015 4,UW-02,UW-02,S,0
01/01/2015 4,EL-01,EL-03,S,0
01/01/2015 4,EL-01,EL-03,S,0
01/01/2015 4,CH-09,WF-04,S,0
01/01/2015 4,UW-02,UW-02,S,0
01/01/2015 4,CBD-03,CBD-03,S,0
01/01/2015 4,SLU-07,SLU-07,S,0
01/01/2015 4,SLU-07,SLU-07,S,0
01/01/2015 4,CBD-03,CBD-03,S,0
01/01/2015 4,PS-04,CH-12,S,0
01/01/2015 4,UW-07,UW-02,S,0
01/01/2015 4,UW-07,UW-02,S,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,EL-03,CBD-13,S,0
01/01/2015 4,EL-03,CBD-13,S,0
01/01/2015 4,UW-02,UW-10,S,0
01/01/2015 4,UW-02,UW-10,S,0
01/01/2015 4,WF-04,WF-01,S,0
01/01/2015 4,SLU-02,UW-04,S,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,SLU-07,SLU-17,S,0
01/01/2015 4,SLU-07,SLU-17,S,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,WF-01,WF-04,S,0
01/01/2015 4,CH-02,FH-04,M,0
01/01/2015 4,SLU-07,BT-01,S,0
01/01/2015 4,ID-04,CH-07,M,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,SLU-07,SLU-17,S,0
01/01/2015 4,EL-03,SLU-17,M,0
01/01/2015 4,CH-02,UD-04,M,0
01/01/2015 4,CH-12,CH-05,M,0
01/01/2015 4,CH-03,CH-05,M,0
01/01/2015 4,BT-01,CBD-13,S,0
01/01/2015 4,BT-01,CBD-13,S,0
01/01/2015 4,BT-01,CBD-13,S,0
01/01/2015 4,BT-01,CBD-13,M,0
01/01/2015 4,BT-01,CBD-13,S,0
01/01/2015 4,CH-01,UD-07,S,0
01/01/2015 4,SLU-15,SLU-07,M,0
01/01/2015 4,SLU-15,SLU-07,M,0
01/01/2015 4,CH-02,CH-08,M,0
01/01/2015 4,CBD-13,CH-09,S,0
01/01/2015 4,CBD-13,CH-09,S,0
01/01/2015 4,WF-04,WF-01,S,0
01/01/2015 4,CH-05,EL-05,M,0
01/01/2015 4,CBD-13,BT-01,M,0
01/01/2015 4,CH-05,SLU-01,M,0
01/01/2015 4,CBD-06,SLU-07,S,0
01/01/2015 4,CH-07,CH-02,M,0
01/01/2015 4,CH-07,CH-02,M,0
01/01/2015 4,SLU-01,SLU-07,M,0
01/01/2015 4,CH-07,CH-02,S,0
01/01/2015 4,WF-01,WF-01,S,0
01/01/2015 4,CH-06,ID-04,S,0
01/01/2015 4,CBD-07,CH-02,M,0
01/01/2015 4,CH-06,SLU-07,M,0
01/01/2015 4,SLU-07,SLU-01,M,0
01/01/2015 4,WF-01,WF-04,S,0
01/01/2015 4,WF-01,WF-04,S,0
01/01/2015 4,CH-15,SLU-17,S,0
01/01/2015 4,ID-04,WF-04,S,0
01/01/2015 4,FH-04,WF-01,M,0
01/01/2015 4,CH-07,CBD-06,M,0
01/01/2015 4,CH-07,CBD-06,M,0
01/01/2015 4,WF-01,WF-04,M,0
01/01/2015 4,SLU-01,SLU-07,M,0
01/01/2015 4,WF-01,WF-04,M,0
01/01/2015 4,CH-12,CBD-13,S,0
01/01/2015 4,CBD-13,CH-07,S,0
01/01/2015 4,CBD-13,CH-07,M,0
01/01/2015 4,CH-06,CH-15,M,0
01/01/2015 4,CH-07,CBD-13,S,0
01/01/2015 4,CH-07,CH-09,M,0
01/01/2015 4,CH-07,CH-09,M,0
01/01/2015 4,SLU-02,SLU-15,M,0
01/01/2015 4,CBD-05,BT-05,S,0
01/01/2015 4,CBD-05,BT-05,S,0
01/01/2015 4,CH-06,CH-02,M,0
01/01/2015 4,CBD-05,BT-05,S,0
01/01/2015 4,CBD-05,BT-05,S,0
01/01/2015 4,BT-05,BT-01,S,0
01/01/2015 4,BT-05,BT-05,S,0
01/01/2015 4,BT-05,BT-01,S,0
01/01/2015 4,BT-05,BT-01,S,0
01/01/2015 4,BT-05,BT-01,S,0
01/01/2015 4,BT-05,BT-01,S,0
01/01/2015 4,CH-02,CH-08,M,0
01/01/2015 4,CH-02,CH-01,M,0
01/01/2015 4,BT-01,BT-05,S,0
01/01/2015 4,BT-01,BT-05,S,0
01/01/2015 4,BT-01,BT-05,S,0
01/01/2015 4,BT-01,BT-05,S,0
01/01/2015 4,BT-01,BT-05,S,0
01/01/2015 4,SLU-04,BT-03,M,0
01/01/2015 4,CH-08,CH-03,M,0
01/01/2015 4,UW-02,UW-02,S,0
01/01/2015 4,UW-02,UW-02,S,0
01/01/2015 4,CH-02,CH-07,S,0
01/01/2015 4,CH-15,CH-12,M,0
01/01/2015 4,SLU-15,SLU-02,M,0
01/01/2015 4,SLU-19,BT-03,M,0
01/02/2015 5,CH-12,SLU-01,M,0
01/02/2015 5,CBD-07,CBD-07,S,0
01/02/2015 5,CH-07,CBD-07,M,0
01/02/2015 5,SLU-02,SLU-04,M,0
01/02/2015 5,CBD-13,EL-03,M,0
01/02/2015 5,CH-12,CBD-06,M,0
01/02/2015 5,CH-02,SLU-16,M,0
01/02/2015 5,UD-01,DPD-03,M,0
01/02/2015 5,CH-08,EL-01,M,0
01/02/2015 5,SLU-15,SLU-01,M,0
01/02/2015 5,CBD-13,SLU-02,M,0
01/02/2015 5,CBD-03,PS-04,M,0
01/02/2015 5,CH-05,UD-04,M,0
01/02/2015 5,CH-02,BT-05,M,0
01/02/2015 5,CBD-05,WF-01,M,0
01/02/2015 5,CH-05,PS-04,M,0
01/02/2015 5,CBD-13,SLU-02,M,0
01/02/2015 5,CH-05,CBD-07,M,0
01/02/2015 5,CH-07,CH-02,S,0
01/02/2015 5,SLU-18,DPD-01,M,0
01/02/2015 5,CH-02,CBD-03,M,0
01/02/2015 5,FH-04,CBD-13,M,0
01/02/2015 5,CH-07,SLU-01,M,0
01/02/2015 5,CH-06,SLU-16,M,0
01/02/2015 5,CBD-13,WF-01,M,0
01/02/2015 5,CH-01,CBD-03,M,0
01/02/2015 5,CBD-07,WF-01,M,0
01/02/2015 5,CH-08,PS-04,M,0
01/02/2015 5,CH-01,DPD-01,M,0
01/02/2015 5,CH-06,SLU-15,M,0
01/02/2015 5,SLU-15,EL-01,M,0
01/02/2015 5,ID-04,WF-04,S,0
01/02/2015 5,CH-01,PS-04,M,0
01/02/2015 5,CH-06,SLU-07,M,0
01/02/2015 5,PS-04,CH-08,M,0
01/02/2015 5,CH-09,CH-05,M,0
01/02/2015 5,EL-01,SLU-07,M,0
01/02/2015 5,EL-05,SLU-17,M,0
01/02/2015 5,UW-02,UD-01,M,0
01/02/2015 5,CBD-06,SLU-15,M,0
01/02/2015 5,UD-04,UW-06,M,0
01/02/2015 5,BT-01,WF-04,S,0
01/02/2015 5,BT-01,WF-04,S,0
01/02/2015 5,BT-03,SLU-04,M,0
01/02/2015 5,PS-05,WF-04,M,0
01/02/2015 5,UD-01,UW-04,M,0
01/02/2015 5,SLU-19,CBD-03,M,0
01/02/2015 5,CBD-13,CBD-05,M,0
01/02/2015 5,BT-01,SLU-07,M,0
01/02/2015 5,SLU-04,EL-01,M,0
01/02/2015 5,PS-05,CBD-06,M,0
01/02/2015 5,CBD-03,SLU-19,M,0
01/02/2015 5,BT-01,CBD-06,M,0
01/02/2015 5,SLU-07,SLU-15,M,0
01/02/2015 5,SLU-07,EL-01,M,0
01/02/2015 5,CH-05,CH-12,M,0
01/02/2015 5,EL-03,CBD-06,M,0
01/02/2015 5,SLU-07,SLU-07,S,0
01/02/2015 5,CH-02,CH-07,M,0
01/02/2015 5,WF-01,SLU-01,S,0
01/02/2015 5,WF-01,SLU-01,S,0
01/02/2015 5,BT-03,SLU-04,M,0
01/02/2015 5,CH-02,CBD-13,M,0
01/02/2015 5,CH-08,CH-02,M,0
01/02/2015 5,CBD-06,PS-05,M,0
01/02/2015 5,SLU-15,BT-01,M,0
01/02/2015 5,SLU-07,CBD-03,M,0
01/02/2015 5,PS-04,CH-08,M,0
01/02/2015 5,SLU-01,SLU-18,S,0
01/02/2015 5,SLU-01,SLU-18,S,0
01/02/2015 5,SLU-01,SLU-15,M,0
01/02/2015 5,SLU-17,EL-05,M,0
01/02/2015 5,SLU-04,CBD-13,S,0
01/02/2015 5,UW-06,UD-04,M,0
01/02/2015 5,CH-08,CBD-05,M,0
01/02/2015 5,CH-12,CBD-03,M,0
01/02/2015 5,CBD-13,EL-03,M,0
01/02/2015 5,BT-05,BT-01,S,0
01/02/2015 5,UW-06,UD-02,M,0
01/02/2015 5,SLU-16,SLU-01,M,0
01/02/2015 5,CH-07,CH-08,M,0
01/02/2015 5,CBD-03,SLU-02,S,0
01/02/2015 5,BT-01,BT-05,S,0
01/02/2015 5,BT-01,BT-05,S,0
01/02/2015 5,UW-02,UW-06,M,0
01/02/2015 5,CH-07,CH-07,S,0
01/02/2015 5,BT-05,CH-01,M,0
01/02/2015 5,SLU-07,SLU-02,M,0
01/02/2015 5,SLU-16,SLU-16,M,0
01/02/2015 5,SLU-16,CH-06,M,0
01/02/2015 5,CH-15,CH-08,M,0
01/02/2015 5,BT-05,CH-07,S,0
01/02/2015 5,BT-05,CH-07,S,0
01/02/2015 5,CH-08,CH-15,M,0
01/02/2015 5,CBD-07,SLU-01,M,0
01/02/2015 5,PS-05,SLU-16,M,0
01/02/2015 5,PS-04,SLU-15,M,0
01/02/2015 5,SLU-07,SLU-02,M,0
01/02/2015 5,WF-01,CBD-05,M,0
01/02/2015 5,CH-06,CH-08,M,0
01/02/2015 5,EL-01,SLU-07,M,0
01/02/2015 5,SLU-16,SLU-07,M,0
01/02/2015 5,SLU-04,BT-03,M,0
01/02/2015 5,SLU-04,BT-05,M,0
01/02/2015 5,EL-01,DPD-01,M,0
01/02/2015 5,SLU-01,CBD-03,M,0
01/02/2015 5,EL-03,BT-05,M,0
01/02/2015 5,SLU-07,SLU-15,M,0
01/02/2015 5,CH-09,CH-02,M,0
01/02/2015 5,SLU-04,SLU-04,M,0
01/02/2015 5,CH-03,CBD-13,M,0
01/02/2015 5,CH-01,CH-03,M,0
01/02/2015 5,BT-03,CBD-13,M,0
01/02/2015 5,CH-05,CH-02,M,0
01/02/2015 5,CH-07,CH-03,M,0
01/02/2015 5,CH-02,CH-08,M,0
01/02/2015 5,CH-07,WF-04,S,0
01/02/2015 5,CH-07,WF-04,S,0
01/02/2015 5,SLU-02,SLU-01,M,0
01/02/2015 5,SLU-15,SLU-01,M,0
01/02/2015 5,CH-08,SLU-07,M,0
01/02/2015 5,SLU-01,SLU-16,M,0
01/02/2015 5,SLU-02,SLU-04,M,0
01/02/2015 5,UW-06,UD-04,M,0
01/02/2015 5,SLU-01,SLU-07,M,0
01/02/2015 5,CH-07,BT-05,M,0
01/02/2015 5,CH-07,BT-05,M,0
01/02/2015 5,SLU-07,SLU-16,M,0
01/02/2015 5,CBD-03,SLU-07,M,0
01/02/2015 5,BT-01,CH-12,M,0
01/02/2015 5,BT-01,CH-12,M,0
01/02/2015 5,SLU-04,BT-03,M,0
01/02/2015 5,CH-03,CH-12,M,0
01/02/2015 5,BT-05,CH-08,M,0
01/02/2015 5,BT-05,CH-08,M,0
01/02/2015 5,FH-01,SLU-19,M,0
01/03/2015 6,CH-08,CH-03,M,1
01/03/2015 6,CBD-03,BT-03,M,1
01/03/2015 6,WF-04,WF-01,S,1
01/03/2015 6,WF-04,WF-01,S,1
01/03/2015 6,CBD-13,CH-03,M,1
01/03/2015 6,WF-01,SLU-19,S,1
01/03/2015 6,WF-01,SLU-19,S,1
01/03/2015 6,SLU-19,BT-03,S,1
01/03/2015 6,SLU-19,BT-03,S,1
01/03/2015 6,FH-01,CH-09,M,1
01/03/2015 6,CH-01,BT-01,S,1
01/03/2015 6,CH-05,PS-04,M,1
01/03/2015 6,CH-12,CBD-03,M,1
01/03/2015 6,EL-05,SLU-17,M,1
01/03/2015 6,FH-01,CBD-03,M,1
01/03/2015 6,SLU-01,SLU-07,M,1
01/03/2015 6,CH-08,SLU-16,M,1
01/03/2015 6,CH-06,SLU-15,M,1
01/03/2015 6,EL-03,SLU-17,M,1
01/03/2015 6,EL-01,SLU-17,S,1
01/03/2015 6,CH-05,CH-07,M,1
01/03/2015 6,SLU-19,SLU-04,S,1
01/03/2015 6,SLU-19,SLU-04,M,1
01/03/2015 6,UD-07,EL-03,S,1
01/03/2015 6,UD-07,EL-03,S,1
01/03/2015 6,PS-05,BT-04,M,1
01/03/2015 6,UD-07,UD-07,S,1
01/03/2015 6,SLU-01,EL-05,S,1
01/03/2015 6,UD-07,CBD-05,S,1
01/03/2015 6,UD-07,CBD-05,S,1
01/03/2015 6,EL-05,UD-01,S,1
01/03/2015 6,EL-03,SLU-15,S,1
01/03/2015 6,EL-03,SLU-15,S,1
01/03/2015 6,CH-05,EL-01,M,1
01/03/2015 6,BT-04,SLU-17,S,1
01/03/2015 6,BT-04,SLU-17,S,1
01/03/2015 6,SLU-15,SLU-15,S,1
01/03/2015 6,SLU-07,SLU-15,M,1
01/03/2015 6,CBD-06,CBD-06,S,1
01/03/2015 6,CBD-06,CBD-06,S,1
01/03/2015 6,SLU-18,DPD-01,M,1
01/03/2015 6,CH-07,CH-05,M,1
01/03/2015 6,SLU-17,EL-03,M,1
01/03/2015 6,BT-01,UD-04,S,1
01/03/2015 6,BT-01,UD-04,S,1
01/03/2015 6,UD-04,UD-04,S,1
01/03/2015 6,UD-04,UD-04,S,1
01/03/2015 6,UD-04,UD-04,S,1
01/03/2015 6,UD-04,UD-04,S,1
01/03/2015 6,CH-03,SLU-17,M,1
01/03/2015 6,CH-07,SLU-01,S,1
01/03/2015 6,UD-01,UD-07,S,1
01/03/2015 6,UD-01,UD-07,S,1
01/03/2015 6,FH-01,BT-01,M,1
01/03/2015 6,FH-01,BT-01,S,1
01/03/2015 6,CH-08,FH-04,M,1
01/03/2015 6,CH-08,FH-04,M,1
01/03/2015 6,CH-05,CH-02,S,1
01/03/2015 6,SLU-07,PS-05,M,1
01/03/2015 6,CH-05,CH-02,M,1
01/03/2015 6,CBD-06,SLU-02,M,1
01/03/2015 6,CH-12,PS-04,M,1
01/03/2015 6,SLU-15,CBD-05,M,1
01/03/2015 6,CH-06,CH-09,M,1
01/03/2015 6,BT-05,PS-04,M,1
01/03/2015 6,SLU-02,SLU-04,M,1
01/03/2015 6,BT-05,PS-04,M,1
01/03/2015 6,CH-05,CH-15,S,1
01/03/2015 6,CH-05,CH-15,S,1
01/03/2015 6,UD-07,UD-07,S,1
01/03/2015 6,CH-02,SLU-01,M,1
01/03/2015 6,UD-07,UD-02,S,1
01/03/2015 6,UD-07,UD-02,S,1
01/03/2015 6,SLU-17,SLU-07,S,1
01/03/2015 6,SLU-17,SLU-07,S,1
01/03/2015 6,CH-01,CH-08,S,1
01/03/2015 6,CH-01,CH-08,M,1
01/03/2015 6,CH-15,PS-05,M,1
01/03/2015 6,CH-08,CH-05,S,1
01/03/2015 6,CH-08,CH-05,M,1
01/03/2015 6,CBD-06,SLU-17,M,1
01/03/2015 6,CBD-03,BT-03,S,1
01/03/2015 6,CBD-03,BT-03,S,1
01/03/2015 6,CH-01,CBD-05,S,1
01/03/2015 6,CH-03,CBD-05,M,1
01/03/2015 6,SLU-01,CH-07,S,1
01/03/2015 6,SLU-02,BT-05,M,1
01/03/2015 6,CH-02,EL-03,M,1
01/03/2015 6,CH-03,CH-08,S,1
01/03/2015 6,SLU-15,SLU-15,S,1
01/03/2015 6,SLU-15,SLU-15,S,1
01/03/2015 6,CH-15,CH-12,S,1
01/03/2015 6,CH-02,CH-08,M,1
01/03/2015 6,CH-09,CBD-03,S,1
01/03/2015 6,CH-09,CBD-03,S,1
01/03/2015 6,EL-03,SLU-19,S,1
01/03/2015 6,EL-03,SLU-19,S,1
01/03/2015 6,EL-03,SLU-19,M,1
01/03/2015 6,CH-09,CBD-03,S,1
01/03/2015 6,UW-02,UD-01,S,1
01/03/2015 6,CBD-05,WF-01,S,1
01/03/2015 6,CBD-05,WF-01,S,1
01/03/2015 6,SLU-15,SLU-07,M,1
01/03/2015 6,UD-04,BT-01,S,1
01/03/2015 6,UD-04,BT-01,S,1
01/03/2015 6,CH-07,CH-08,M,1
01/03/2015 6,PS-05,CH-08,M,1
01/03/2015 6,UD-01,UW-04,S,1
01/03/2015 6,CH-08,SLU-01,M,1
01/03/2015 6,SLU-19,BT-03,M,1
01/03/2015 6,SLU-19,BT-03,S,1
01/03/2015 6,SLU-19,BT-03,S,1
01/03/2015 6,WF-01,SLU-17,S,1
01/03/2015 6,WF-01,SLU-17,S,1
01/03/2015 6,SLU-07,CBD-13,M,1
01/03/2015 6,SLU-01,CBD-03,M,1
01/03/2015 6,CBD-13,CH-03,M,1
01/03/2015 6,PS-04,FH-04,M,1
01/03/2015 6,CH-02,CH-03,M,1
01/03/2015 6,CH-05,CH-07,M,1
01/03/2015 6,CBD-06,ID-04,M,1
01/03/2015 6,CH-05,CH-07,M,1
01/03/2015 6,BT-01,CBD-13,M,1
01/03/2015 6,BT-01,CBD-13,S,1
01/03/2015 6,BT-05,EL-03,S,1
01/03/2015 6,BT-05,EL-03,S,1
01/03/2015 6,BT-05,EL-03,M,1
01/03/2015 6,UD-02,UD-04,M,1
01/03/2015 6,CH-12,SLU-15,M,1
01/03/2015 6,EL-03,SLU-02,M,1
01/03/2015 6,BT-04,BT-04,S,1
01/03/2015 6,BT-04,BT-04,S,1
01/03/2015 6,CH-08,PS-05,M,1
01/03/2015 6,BT-04,BT-01,M,1
01/03/2015 6,SLU-07,BT-04,S,1
01/03/2015 6,SLU-07,BT-04,S,1
01/03/2015 6,SLU-01,DPD-01,M,1
01/03/2015 6,CH-08,CBD-13,M,1
01/03/2015 6,CH-03,CH-08,M,1
01/03/2015 6,CBD-05,PS-04,M,1
01/03/2015 6,CBD-05,PS-04,M,1
01/03/2015 6,CH-05,CH-06,M,1
01/03/2015 6,CH-05,CH-06,M,1
01/03/2015 6,CH-07,CH-08,M,1
01/03/2015 6,PS-04,CBD-05,M,1
01/03/2015 6,PS-04,CBD-05,M,1
01/03/2015 6,CH-15,CH-01,M,1
01/03/2015 6,CH-08,CH-12,M,1
01/03/2015 6,WF-04,WF-04,S,1
01/03/2015 6,WF-04,WF-04,S,1
01/03/2015 6,WF-04,WF-04,S,1
01/04/2015 7,FH-04,PS-04,S,1
01/04/2015 7,CH-12,SLU-01,M,1
01/04/2015 7,CH-01,CBD-03,M,1
01/04/2015 7,CBD-06,CBD-03,M,1
01/04/2015 7,SLU-01,SLU-15,M,1
01/04/2015 7,SLU-19,DPD-01,S,1
01/04/2015 7,FH-01,SLU-16,M,1
01/04/2015 7,BT-03,SLU-04,M,1
01/04/2015 7,CBD-07,SLU-04,M,1
01/04/2015 7,CBD-07,SLU-04,M,1
01/04/2015 7,CH-07,CH-05,M,1
01/04/2015 7,CH-07,CH-05,M,1
01/04/2015 7,SLU-17,UD-04,M,1
01/04/2015 7,CH-15,PS-04,M,1
01/04/2015 7,CH-07,CH-05,M,1
01/04/2015 7,BT-05,SLU-15,M,1
01/04/2015 7,SLU-04,CBD-07,M,1
01/04/2015 7,SLU-04,CBD-07,M,1
01/04/2015 7,CH-03,CBD-13,M,1
01/04/2015 7,BT-03,PS-05,M,1
01/04/2015 7,FH-01,CH-09,M,1
01/04/2015 7,FH-01,CH-09,M,1
01/04/2015 7,CBD-13,CH-03,M,1
01/04/2015 7,FH-01,CBD-06,M,1
01/04/2015 7,SLU-07,SLU-15,M,1
01/04/2015 7,UW-07,UW-06,M,1
01/04/2015 7,SLU-15,SLU-07,M,1
01/04/2015 7,CBD-03,CBD-03,M,1
01/04/2015 7,BT-03,SLU-17,M,1
01/04/2015 7,SLU-07,SLU-04,M,1
01/04/2015 7,CH-02,ID-04,M,1
01/04/2015 7,BT-03,WF-04,S,1
01/04/2015 7,BT-03,WF-04,S,1
01/04/2015 7,ID-04,ID-04,M,1
01/04/2015 7,UD-07,UD-07,S,1
01/04/2015 7,CH-07,CBD-13,M,1
01/04/2015 7,CH-07,CBD-13,M,1
01/04/2015 7,ID-04,CBD-05,S,1
01/04/2015 7,UD-02,EL-01,M,1
01/04/2015 7,PS-05,BT-03,M,1
01/04/2015 7,CH-01,CH-12,M,1
01/04/2015 7,CH-07,CH-12,M,1
01/04/2015 7,BT-01,SLU-07,M,1
01/04/2015 7,SLU-04,BT-03,M,1
01/04/2015 7,CBD-03,SLU-16,M,1
01/04/2015 7,CBD-05,ID-04,S,1
01/04/2015 7,CH-12,SLU-01,M,1
01/04/2015 7,SLU-07,CBD-13,M,1
01/04/2015 7,CH-06,BT-01,M,1
01/04/2015 7,CH-07,CBD-05,S,1
01/04/2015 7,CH-07,CH-01,M,1
01/05/2015 1,DPD-01,SLU-19,S,1
01/05/2015 1,UD-02,UD-04,S,1
01/05/2015 1,CH-01,CBD-03,M,1
01/05/2015 1,CH-01,SLU-01,M,1
01/05/2015 1,PS-05,BT-03,M,1
01/05/2015 1,BT-01,SLU-15,M,1
01/05/2015 1,SLU-02,SLU-16,M,1
01/05/2015 1,SLU-18,DPD-01,M,1
01/05/2015 1,FH-01,CBD-03,M,1
01/05/2015 1,CH-05,SLU-01,S,1
01/05/2015 1,BT-05,EL-03,M,1
01/05/2015 1,SLU-02,EL-03,M,1
01/05/2015 1,CH-08,EL-01,M,1
01/05/2015 1,CH-08,SLU-07,M,1
01/05/2015 1,SLU-15,CBD-05,M,1
01/05/2015 1,SLU-19,CBD-05,M,1
01/05/2015 1,CH-12,CBD-06,M,1
01/05/2015 1,CH-02,BT-05,M,1
01/05/2015 1,UW-01,UW-06,M,1
01/05/2015 1,SLU-02,BT-01,M,1
01/05/2015 1,CH-02,SLU-16,M,1
01/05/2015 1,CH-06,SLU-16,M,1
01/05/2015 1,FH-01,SLU-15,M,1
01/05/2015 1,CH-03,CBD-13,M,1
01/05/2015 1,CBD-03,SLU-15,M,1
01/05/2015 1,SLU-19,DPD-01,M,1
01/05/2015 1,SLU-16,SLU-01,M,1
01/05/2015 1,CH-15,SLU-04,M,1
01/05/2015 1,BT-03,SLU-15,M,1
01/05/2015 1,BT-03,DPD-01,M,1
01/05/2015 1,SLU-15,EL-01,M,1
01/05/2015 1,CH-08,SLU-18,M,1
01/05/2015 1,CH-05,PS-04,M,1
01/05/2015 1,CH-07,CBD-13,M,1
01/05/2015 1,SLU-15,DPD-01,M,1
01/05/2015 1,SLU-07,DPD-01,M,1
01/05/2015 1,CH-07,SLU-01,M,1
01/05/2015 1,BT-03,ID-04,M,1
01/05/2015 1,BT-04,DPD-01,M,1
01/05/2015 1,CBD-13,SLU-15,M,1
01/05/2015 1,CH-01,DPD-01,M,1
01/05/2015 1,SLU-18,EL-03,M,1
01/05/2015 1,BT-03,SLU-04,M,1
01/05/2015 1,BT-03,SLU-07,M,1
01/05/2015 1,CH-07,CH-03,M,1
01/05/2015 1,FH-04,CBD-13,M,1
01/05/2015 1,BT-03,CBD-13,M,1
01/05/2015 1,BT-05,SLU-04,M,1
01/05/2015 1,BT-03,SLU-04,M,1
01/05/2015 1,BT-05,SLU-04,M,1
01/05/2015 1,BT-05,SLU-04,M,1
01/05/2015 1,BT-05,SLU-01,M,1
01/05/2015 1,BT-05,SLU-15,M,1
01/05/2015 1,BT-03,SLU-04,M,1
01/05/2015 1,UD-07,UW-07,M,1
01/05/2015 1,CH-01,PS-04,M,1
01/05/2015 1,FH-01,CH-09,M,1
01/05/2015 1,BT-03,SLU-04,M,1
01/05/2015 1,BT-03,CBD-03,M,1
01/05/2015 1,CH-07,SLU-07,M,1
01/05/2015 1,SLU-18,CBD-13,M,1
01/05/2015 1,SLU-01,BT-03,M,1
01/05/2015 1,CH-01,CH-09,M,1
01/05/2015 1,PS-05,WF-01,M,1
01/05/2015 1,SLU-15,BT-01,M,1
01/05/2015 1,UD-04,UW-06,M,1
01/05/2015 1,UW-02,UW-01,M,1
01/05/2015 1,BT-03,SLU-04,M,1
01/05/2015 1,UW-06,UW-02,M,1
01/05/2015 1,CH-09,CH-01,M,1
01/05/2015 1,DPD-01,SLU-07,M,1
01/05/2015 1,BT-04,DPD-01,M,1
01/05/2015 1,SLU-07,DPD-01,M,1
01/05/2015 1,WF-04,BT-05,M,1
01/05/2015 1,SLU-07,CBD-03,M,1
01/05/2015 1,UD-02,DPD-03,M,1
01/05/2015 1,BT-05,SLU-01,M,1
01/05/2015 1,BT-03,CBD-13,M,1
01/05/2015 1,SLU-01,SLU-04,M,1
01/05/2015 1,UW-02,UW-06,M,1
01/05/2015 1,CH-08,PS-04,M,1
01/05/2015 1,CBD-13,SLU-15,M,1
01/05/2015 1,UD-01,DPD-03,M,1
01/05/2015 1,BT-03,BT-01,M,1
01/05/2015 1,UW-04,UW-06,M,1
01/05/2015 1,CH-12,SLU-07,M,1
